Column1,CONCEPT_ID,CONCEPT_CODE,VOCABULARY_ID,doseFormRxCui_str,doseFormName_str,drugName_str
221,904591,316853,RxNorm,316965|317541,Oral Capsule|Oral Tablet,triamterene 37.5 MG
222,904592,316854,RxNorm,316965|317541,Oral Capsule|Oral Tablet,triamterene 50 MG
223,904594,452296,RxNorm,,,Triamterene 25 MG
224,904597,93252,RxNorm,317541,Oral Tablet,hydrochlorothiazide 50 MG / triamterene 75 MG Oral Tablet [Maxzide]
225,904598,93253,RxNorm,317541,Oral Tablet,hydrochlorothiazide 25 MG / triamterene 37.5 MG Oral Tablet [Maxzide]
227,932748,197417,RxNorm,317541,Oral Tablet,bumetanide 0.5 MG Oral Tablet
228,932749,197418,RxNorm,317541,Oral Tablet,bumetanide 1 MG Oral Tablet
229,932750,197419,RxNorm,317541,Oral Tablet,bumetanide 2 MG Oral Tablet
232,932812,332695,RxNorm,316968,Oral Solution,bumetanide 0.2 MG/ML
233,932813,332696,RxNorm,317541,Oral Tablet,bumetanide 5 MG
235,942382,198369,RxNorm,317541,Oral Tablet,torsemide 10 MG Oral Tablet
236,942384,198371,RxNorm,317541,Oral Tablet,torsemide 20 MG Oral Tablet
237,942385,198372,RxNorm,317541,Oral Tablet,torsemide 5 MG Oral Tablet
239,942423,316842,RxNorm,317541,Oral Tablet,torsemide 10 MG
241,942425,316844,RxNorm,317541,Oral Tablet,torsemide 100 MG
242,942426,316845,RxNorm,317541,Oral Tablet,torsemide 5 MG
243,942427,317521,RxNorm,317541,Oral Tablet,torsemide 20 MG
244,942430,427474,RxNorm,,,torsemide 200 MG Oral Tablet
245,942431,452243,RxNorm,,,torsemide 200 MG
246,948816,312481,RxNorm,316965,Oral Capsule,polythiazide 0.5 MG / prazosin 1 MG Oral Capsule
247,948817,312482,RxNorm,316965,Oral Capsule,polythiazide 0.5 MG / prazosin 2 MG Oral Capsule
248,948818,312483,RxNorm,316965,Oral Capsule,polythiazide 0.5 MG / prazosin 5 MG Oral Capsule
249,948855,754812,RxNorm,316965,Oral Capsule,Polythiazide 0.5 MG / Prazosin 1 MG Oral Capsule [Minizide]
251,956876,197731,RxNorm,316968,Oral Solution,furosemide 8 MG/ML Oral Solution
252,956877,197732,RxNorm,317541,Oral Tablet,furosemide 80 MG Oral Tablet
253,956917,246399,RxNorm,316965,Oral Capsule,furosemide 20 MG / spironolactone 50 MG Oral Capsule
254,956918,246528,RxNorm,,,amiloride 4 MG / furosemide 40 MG Oral Tablet
255,956919,248652,RxNorm,,,furosemide 25 MG Oral Tablet
256,956920,248657,RxNorm,317541,Oral Tablet,furosemide 50 MG Oral Tablet
257,956942,249579,RxNorm,,,furosemide 40 MG Oral Capsule
259,956944,249885,RxNorm,,,furosemide 60 MG Extended Release Oral Capsule
260,956950,251372,RxNorm,,,furosemide 20 MG / potassium chloride 750 MG Oral Tablet
261,956951,251373,RxNorm,,,furosemide 40 MG / potassium chloride 750 MG Oral Tablet
262,957132,251564,RxNorm,,,furosemide 20 MG / spironolactone 100 MG Oral Capsule
264,957136,313988,RxNorm,317541,Oral Tablet,furosemide 40 MG Oral Tablet
265,957138,315971,RxNorm,317541,Oral Tablet,furosemide 40 MG
266,957139,315972,RxNorm,316968,Oral Solution,furosemide 8 MG/ML
268,957141,317377,RxNorm,317541,Oral Tablet,furosemide 80 MG
269,957202,331965,RxNorm,317541,Oral Tablet,furosemide 500 MG
271,957204,334833,RxNorm,,,furosemide 60 MG
272,957205,334834,RxNorm,,,furosemide 25 MG
273,957206,334835,RxNorm,317541,Oral Tablet,furosemide 50 MG
274,957207,336694,RxNorm,316968,Oral Solution,furosemide 1 MG/ML
275,957208,431611,RxNorm,,,furosemide 20 MG / potassium chloride 750 MG Extended Release Oral Tablet
276,957209,542673,RxNorm,317541,Oral Tablet,Furosemide 20 MG Oral Tablet [Delone]
280,963906,1999027,RxNorm,316943,Extended Release Oral Capsule,metoprolol Extended Release Oral Capsule
281,963907,1999032,RxNorm,,,metoprolol succinate 100 MG Extended Release Oral Capsule
282,963908,1999034,RxNorm,,,metoprolol succinate 200 MG Extended Release Oral Capsule
283,963909,1999036,RxNorm,,,metoprolol succinate 25 MG Extended Release Oral Capsule
284,963910,1999038,RxNorm,,,metoprolol succinate 50 MG Extended Release Oral Capsule
285,964322,1999031,RxNorm,316943,Extended Release Oral Capsule,24 HR metoprolol succinate 100 MG Extended Release Oral Capsule
286,964323,1999033,RxNorm,316943,Extended Release Oral Capsule,24 HR metoprolol succinate 200 MG Extended Release Oral Capsule
287,964324,1999035,RxNorm,316943,Extended Release Oral Capsule,24 HR metoprolol succinate 25 MG Extended Release Oral Capsule
288,964325,1999037,RxNorm,316943,Extended Release Oral Capsule,24 HR metoprolol succinate 50 MG Extended Release Oral Capsule
289,970250,9997,RxNorm,316965|316969|317541|91058,Oral Capsule|Oral Suspension|Oral Tablet|Chewable Tablet,spironolactone
290,970282,198222,RxNorm,317541,Oral Tablet,spironolactone 100 MG Oral Tablet
291,970283,198223,RxNorm,317541,Oral Tablet,spironolactone 50 MG Oral Tablet
292,970287,249762,RxNorm,,,buthiazide 2.5 MG / spironolactone 25 MG Oral Tablet
294,970313,316727,RxNorm,317541,Oral Tablet,spironolactone 100 MG
295,970314,316728,RxNorm,317541,Oral Tablet,spironolactone 25 MG
297,974166,5487,RxNorm,316945|316965|317541,Extended Release Oral Tablet|Oral Capsule|Oral Tablet,hydrochlorothiazide
298,974169,197436,RxNorm,317541,Oral Tablet,captopril 25 MG / hydrochlorothiazide 15 MG Oral Tablet
299,974170,197437,RxNorm,317541,Oral Tablet,captopril 25 MG / hydrochlorothiazide 25 MG Oral Tablet
300,974171,197438,RxNorm,317541,Oral Tablet,captopril 50 MG / hydrochlorothiazide 15 MG Oral Tablet
301,974192,197439,RxNorm,317541,Oral Tablet,captopril 50 MG / hydrochlorothiazide 25 MG Oral Tablet
302,974193,197562,RxNorm,317541,Oral Tablet,deserpidine 0.125 MG / Hydrochlorothiazide 50 MG Oral Tablet
303,974194,197563,RxNorm,317541,Oral Tablet,deserpidine 0.125 MG / Hydrochlorothiazide 25 MG Oral Tablet
304,974195,197564,RxNorm,317541,Oral Tablet,deserpidine 0.25 MG / Hydrochlorothiazide 25 MG Oral Tablet
305,974196,197769,RxNorm,317541,Oral Tablet,Hydrochlorothiazide 100 MG Oral Tablet
306,974198,197771,RxNorm,317541,Oral Tablet,hydrochlorothiazide 50 MG / reserpine 0.125 MG Oral Tablet
307,974199,197885,RxNorm,317541,Oral Tablet,hydrochlorothiazide 12.5 MG / lisinopril 10 MG Oral Tablet
308,974200,197886,RxNorm,317541,Oral Tablet,hydrochlorothiazide 12.5 MG / lisinopril 20 MG Oral Tablet
309,974201,197887,RxNorm,317541,Oral Tablet,hydrochlorothiazide 25 MG / lisinopril 20 MG Oral Tablet
310,974223,197961,RxNorm,317541,Oral Tablet,hydrochlorothiazide 50 MG / methyldopa 500 MG Oral Tablet
311,974224,197962,RxNorm,317541,Oral Tablet,hydrochlorothiazide 30 MG / methyldopa 500 MG Oral Tablet
312,974225,197963,RxNorm,317541,Oral Tablet,hydrochlorothiazide 15 MG / methyldopa 250 MG Oral Tablet
313,974226,198224,RxNorm,317541,Oral Tablet,hydrochlorothiazide 25 MG / spironolactone 25 MG Oral Tablet
314,974227,198225,RxNorm,317541,Oral Tablet,hydrochlorothiazide 50 MG / spironolactone 50 MG Oral Tablet
315,974423,211759,RxNorm,316965,Oral Capsule,hydrochlorothiazide 12.5 MG Oral Capsule [Microzide]
316,974427,242957,RxNorm,,,hydralazine 100 MG / hydrochlorothiazide 50 MG Oral Tablet
317,974428,245282,RxNorm,,,hydrochlorothiazide 50 MG / reserpine 0.2 MG Oral Tablet
318,974429,245854,RxNorm,317541,Oral Tablet,Hydrochlorothiazide 25 MG / Pindolol 10 MG Oral Tablet
319,974430,245855,RxNorm,317541,Oral Tablet,Hydrochlorothiazide 50 MG / Pindolol 10 MG Oral Tablet
320,974431,246267,RxNorm,317541,Oral Tablet,Hydrochlorothiazide 12.5 MG / Metoprolol 100 MG Oral Tablet
321,974442,249746,RxNorm,,,dihydralazine 10 MG / hydrochlorothiazide 10 MG / reserpine 0.1 MG Oral Tablet
322,974443,249851,RxNorm,317541,Oral Tablet,Cilazapril 5 MG / Hydrochlorothiazide 12.5 MG Oral Tablet
323,974447,252371,RxNorm,,,hydrochlorothiazide 25 MG / ramipril 5 MG Oral Tablet
324,974473,283316,RxNorm,317541,Oral Tablet,hydrochlorothiazide 12.5 MG / telmisartan 40 MG Oral Tablet
325,974474,283317,RxNorm,317541,Oral Tablet,hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet
326,974620,349353,RxNorm,317541,Oral Tablet,hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet
327,974642,351292,RxNorm,317541,Oral Tablet,eprosartan 600 MG / hydrochlorothiazide 12.5 MG Oral Tablet
328,974643,351293,RxNorm,317541,Oral Tablet,eprosartan 600 MG / hydrochlorothiazide 25 MG Oral Tablet
329,974645,351451,RxNorm,317541,Oral Tablet,Hydrochlorothiazide 50 MG Oral Tablet [Aquazide H]
330,974647,352335,RxNorm,317541,Oral Tablet,eprosartan 600 MG / hydrochlorothiazide 12.5 MG Oral Tablet [Teveten HCT]
331,974648,352336,RxNorm,317541,Oral Tablet,eprosartan 600 MG / hydrochlorothiazide 25 MG Oral Tablet [Teveten HCT]
332,974677,485471,RxNorm,317541,Oral Tablet,hydrochlorothiazide 25 MG / irbesartan 300 MG Oral Tablet
333,974678,542854,RxNorm,317541,Oral Tablet,Hydrochlorothiazide 50 MG Oral Tablet [Hydrokraft]
334,974702,578325,RxNorm,317541,Oral Tablet,candesartan cilexetil 16 MG / hydrochlorothiazide 12.5 MG Oral Tablet
335,974709,688643,RxNorm,317541,Oral Tablet,Hydrochlorothiazide 15 MG / Methyldopa 250 MG Oral Tablet [Aldoril]
336,974710,688645,RxNorm,317541,Oral Tablet,Hydrochlorothiazide 25 MG / Methyldopa 250 MG Oral Tablet [Aldoril]
337,974711,688647,RxNorm,317541,Oral Tablet,Hydrochlorothiazide 30 MG / Methyldopa 500 MG Oral Tablet [Aldoril]
338,974732,688649,RxNorm,317541,Oral Tablet,Hydrochlorothiazide 50 MG / Methyldopa 500 MG Oral Tablet [Aldoril]
339,974739,749833,RxNorm,317541,Oral Tablet,hydrochlorothiazide 12.5 MG / telmisartan 40 MG Oral Tablet [Micardis-HCT]
340,974740,749837,RxNorm,317541,Oral Tablet,hydrochlorothiazide 12.5 MG / telmisartan 80 MG Oral Tablet [Micardis-HCT]
341,974741,749841,RxNorm,317541,Oral Tablet,hydrochlorothiazide 25 MG / telmisartan 80 MG Oral Tablet [Micardis-HCT]
342,974826,823934,RxNorm,317541,Oral Tablet,hydrochlorothiazide 12.5 MG / irbesartan 150 MG Oral Tablet [Avalide]
343,974827,823938,RxNorm,317541,Oral Tablet,hydrochlorothiazide 12.5 MG / irbesartan 300 MG Oral Tablet [Avalide]
344,974828,823942,RxNorm,317541,Oral Tablet,hydrochlorothiazide 25 MG / irbesartan 300 MG Oral Tablet [Avalide]
345,974852,823971,RxNorm,317541,Oral Tablet,hydrochlorothiazide 25 MG / lisinopril 20 MG Oral Tablet [Zestoretic]
346,974853,823982,RxNorm,317541,Oral Tablet,hydrochlorothiazide 12.5 MG / lisinopril 20 MG Oral Tablet [Zestoretic]
347,974854,823986,RxNorm,317541,Oral Tablet,hydrochlorothiazide 12.5 MG / lisinopril 10 MG Oral Tablet [Zestoretic]
348,974858,848131,RxNorm,317541,Oral Tablet,amlodipine 10 MG / hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet
349,974859,848134,RxNorm,317541,Oral Tablet,amlodipine 10 MG / hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet [Exforge HCT]
350,974860,848135,RxNorm,317541,Oral Tablet,amlodipine 10 MG / hydrochlorothiazide 25 MG / valsartan 320 MG Oral Tablet
351,974861,848139,RxNorm,317541,Oral Tablet,amlodipine 10 MG / hydrochlorothiazide 25 MG / valsartan 320 MG Oral Tablet [Exforge HCT]
352,974883,848144,RxNorm,317541,Oral Tablet,amlodipine 5 MG / hydrochlorothiazide 12.5 MG / valsartan 160 MG Oral Tablet [Exforge HCT]
353,974884,848145,RxNorm,317541,Oral Tablet,amlodipine 5 MG / hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet
354,974885,848149,RxNorm,317541,Oral Tablet,amlodipine 5 MG / hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet [Exforge HCT]
355,974886,848151,RxNorm,317541,Oral Tablet,amlodipine 10 MG / hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet
356,974887,848155,RxNorm,317541,Oral Tablet,amlodipine 10 MG / hydrochlorothiazide 25 MG / valsartan 160 MG Oral Tablet [Exforge HCT]
357,978575,429647,RxNorm,,,indapamide 0.625 MG / perindopril 2 MG Oral Tablet
358,991382,644,RxNorm,316965|316968|317541,Oral Capsule|Oral Solution|Oral Tablet,amiloride
360,991413,328926,RxNorm,,,Amiloride 5 MG
361,991420,432951,RxNorm,,,amiloride 2.5 MG / atenolol 50 MG / hydrochlorothiazide 25 MG Oral Tablet
362,992614,197959,RxNorm,317541,Oral Tablet,chlorothiazide 250 MG / methyldopa 250 MG Oral Tablet
363,992620,213488,RxNorm,317541,Oral Tablet,Chlorothiazide 150 MG / Methyldopa 250 MG Oral Tablet [Aldoclor-150]
364,992621,213498,RxNorm,317541,Oral Tablet,Chlorothiazide 250 MG / Methyldopa 250 MG Oral Tablet [Aldoclor-250]
467,1145596,2361310,RxNorm,316968,Oral Solution,nimodipine 6 MG/ML
468,1145597,2361311,RxNorm,316968,Oral Solution,nimodipine 6 MG/ML Oral Solution
469,1145598,2361312,RxNorm,316968,Oral Solution,nimodipine 6 MG/ML [Nymalize]
470,1145599,2361313,RxNorm,316968,Oral Solution,nimodipine 6 MG/ML Oral Solution [Nymalize]
471,1305447,6876,RxNorm,316965|317541,Oral Capsule|Oral Tablet,methyldopa
472,1305449,197955,RxNorm,317541,Oral Tablet,methyldopa 125 MG Oral Tablet
473,1305450,197956,RxNorm,317541,Oral Tablet,methyldopa 250 MG Oral Tablet
474,1305451,197957,RxNorm,316969,Oral Suspension,Methyldopa 50 MG/ML Oral Suspension
475,1305472,197958,RxNorm,317541,Oral Tablet,methyldopa 500 MG Oral Tablet
476,1305477,311645,RxNorm,316945,Extended Release Tablet,Methyldopa 250 MG Extended Release Tablet
477,1305478,316283,RxNorm,316965|317541,Oral Capsule|Oral Tablet,methyldopa 250 MG
479,1305480,317423,RxNorm,317541,Oral Tablet,methyldopa 125 MG
480,1305481,317424,RxNorm,317541,Oral Tablet,methyldopa 500 MG
482,1307122,323895,RxNorm,,,Metoprolol 200 MG
483,1307123,328469,RxNorm,,,Metoprolol 50 MG
484,1307125,331561,RxNorm,,,Metoprolol 25 MG
486,1308033,328823,RxNorm,,,Verapamil 180 MG
487,1308034,328824,RxNorm,,,Verapamil 240 MG
488,1308036,328826,RxNorm,,,Verapamil 80 MG
489,1308072,333429,RxNorm,,,Verapamil 160 MG
490,1308216,29046,RxNorm,316968|317541,Oral Solution|Oral Tablet,lisinopril
491,1308221,197884,RxNorm,317541,Oral Tablet,lisinopril 40 MG Oral Tablet
492,1308249,213482,RxNorm,317541,Oral Tablet,lisinopril 30 MG Oral Tablet [Zestril]
493,1308250,311353,RxNorm,317541,Oral Tablet,lisinopril 2.5 MG Oral Tablet
494,1308251,311354,RxNorm,317541,Oral Tablet,lisinopril 5 MG Oral Tablet
495,1308304,316151,RxNorm,317541,Oral Tablet,lisinopril 10 MG
496,1308305,316152,RxNorm,317541,Oral Tablet,lisinopril 2.5 MG
497,1308306,316153,RxNorm,317541,Oral Tablet,lisinopril 20 MG
498,1308307,316154,RxNorm,317541,Oral Tablet,lisinopril 30 MG
499,1308308,316155,RxNorm,317541,Oral Tablet,lisinopril 40 MG
500,1308309,316156,RxNorm,317541,Oral Tablet,lisinopril 5 MG
501,1308842,69749,RxNorm,316965|316968|317541,Oral Capsule|Oral Solution|Oral Tablet,valsartan
502,1308847,199919,RxNorm,316965,Oral Capsule,valsartan 160 MG Oral Capsule
503,1308848,316881,RxNorm,316965|317541,Oral Capsule|Oral Tablet,valsartan 160 MG
504,1308849,316882,RxNorm,316965|317541,Oral Capsule|Oral Tablet,valsartan 80 MG
505,1308850,335831,RxNorm,316965|317541,Oral Capsule|Oral Tablet,valsartan 40 MG
506,1308851,349199,RxNorm,317541,Oral Tablet,valsartan 80 MG Oral Tablet
507,1308874,349483,RxNorm,317541,Oral Tablet,valsartan 40 MG Oral Tablet
508,1308876,351761,RxNorm,317541,Oral Tablet,valsartan 80 MG Oral Tablet [Diovan]
509,1308877,351762,RxNorm,317541,Oral Tablet,valsartan 160 MG Oral Tablet [Diovan]
510,1308879,352274,RxNorm,317541,Oral Tablet,valsartan 40 MG Oral Tablet [Diovan]
512,1309069,197986,RxNorm,317541,Oral Tablet,minoxidil 10 MG Oral Tablet
513,1309070,197987,RxNorm,317541,Oral Tablet,minoxidil 2.5 MG Oral Tablet
514,1309071,199776,RxNorm,317541,Oral Tablet,minoxidil 5 MG Oral Tablet
519,1309124,332239,RxNorm,317541,Oral Tablet,minoxidil 5 MG
520,1309125,336756,RxNorm,,,minoxidil 0.02 MG/MG
522,1309799,298869,RxNorm,317541,Oral Tablet,eplerenone
523,1309800,351256,RxNorm,317541,Oral Tablet,eplerenone 25 MG Oral Tablet
524,1309801,351257,RxNorm,317541,Oral Tablet,eplerenone 50 MG Oral Tablet
525,1309832,351258,RxNorm,317541,Oral Tablet,eplerenone 100 MG Oral Tablet
526,1309833,353386,RxNorm,317541,Oral Tablet,eplerenone 25 MG
527,1309834,353387,RxNorm,317541,Oral Tablet,eplerenone 50 MG
528,1309835,353388,RxNorm,317541,Oral Tablet,eplerenone 100 MG
529,1310756,30131,RxNorm,317541,Oral Tablet,moexipril
530,1312743,349373,RxNorm,317541,Oral Tablet,olmesartan medoxomil 5 MG Oral Tablet
531,1312746,352199,RxNorm,317541,Oral Tablet,olmesartan medoxomil 5 MG Oral Tablet [Benicar]
532,1312749,358775,RxNorm,317541,Oral Tablet,olmesartan medoxomil 20 MG
533,1312750,359114,RxNorm,317541,Oral Tablet,olmesartan medoxomil 40 MG
534,1312751,359115,RxNorm,317541,Oral Tablet,olmesartan medoxomil 5 MG
535,1312776,744624,RxNorm,317541,Oral Tablet,amlodipine 10 MG / olmesartan medoxomil 20 MG Oral Tablet [Azor]
536,1312777,744628,RxNorm,317541,Oral Tablet,amlodipine 10 MG / olmesartan medoxomil 40 MG Oral Tablet [Azor]
537,1312778,744632,RxNorm,317541,Oral Tablet,amlodipine 5 MG / olmesartan medoxomil 20 MG Oral Tablet [Azor]
538,1312779,744636,RxNorm,317541,Oral Tablet,amlodipine 5 MG / olmesartan medoxomil 40 MG Oral Tablet [Azor]
539,1313200,7226,RxNorm,317541,Oral Tablet,nadolol
540,1313295,248494,RxNorm,,,nadolol 60 MG Oral Tablet
541,1313296,316318,RxNorm,317541,Oral Tablet,nadolol 120 MG
542,1313297,316319,RxNorm,317541,Oral Tablet,nadolol 20 MG
543,1313299,316321,RxNorm,317541,Oral Tablet,nadolol 80 MG
544,1313300,317434,RxNorm,317541,Oral Tablet,nadolol 160 MG
545,1313301,335256,RxNorm,,,nadolol 60 MG
547,1314005,152414,RxNorm,317541,Oral Tablet,atenolol 50 MG Oral Tablet [Tenormin]
548,1314006,197379,RxNorm,317541,Oral Tablet,atenolol 100 MG Oral Tablet
549,1314008,197381,RxNorm,317541,Oral Tablet,atenolol 50 MG Oral Tablet
550,1314009,197382,RxNorm,317541,Oral Tablet,atenolol 100 MG / chlorthalidone 25 MG Oral Tablet
551,1314042,211773,RxNorm,317541,Oral Tablet,Atenolol 50 MG Oral Tablet [Senormin]
552,1314043,249384,RxNorm,,,atenolol 50 MG Oral Capsule
553,1314044,249385,RxNorm,,,atenolol 100 MG Oral Capsule
555,1314047,315436,RxNorm,317541,Oral Tablet,atenolol 100 MG
556,1314048,315437,RxNorm,316965|317541,Oral Capsule|Oral Tablet,atenolol 25 MG
557,1314049,315438,RxNorm,316943|316965|317541,Extended Release Oral Capsule|Oral Capsule|Oral Tablet,atenolol 50 MG
558,1314050,331133,RxNorm,316968,Oral Solution,atenolol 5 MG/ML
559,1314162,755528,RxNorm,316968,Oral Solution,atenolol 5 MG/ML Oral Solution
560,1314577,31555,RxNorm,317541,Oral Tablet,nebivolol
561,1314580,751611,RxNorm,317541,Oral Tablet,nebivolol 10 MG
562,1314581,751612,RxNorm,317541,Oral Tablet,nebivolol 10 MG Oral Tablet
563,1314612,751616,RxNorm,317541,Oral Tablet,nebivolol 10 MG Oral Tablet [Bystolic]
564,1314613,751617,RxNorm,317541,Oral Tablet,nebivolol 2.5 MG
565,1314614,751618,RxNorm,317541,Oral Tablet,nebivolol 2.5 MG Oral Tablet
566,1314616,751623,RxNorm,317541,Oral Tablet,nebivolol 5 MG Oral Tablet [Bystolic]
567,1317640,73494,RxNorm,316968|317541,Oral Solution|Oral Tablet,telmisartan
568,1317673,213431,RxNorm,317541,Oral Tablet,telmisartan 40 MG Oral Tablet [Micardis]
569,1317674,213432,RxNorm,317541,Oral Tablet,telmisartan 80 MG Oral Tablet [Micardis]
570,1317675,282755,RxNorm,317541,Oral Tablet,telmisartan 20 MG Oral Tablet
571,1317676,284531,RxNorm,317541,Oral Tablet,telmisartan 20 MG Oral Tablet [Micardis]
572,1317677,316764,RxNorm,317541,Oral Tablet,telmisartan 40 MG
573,1317678,316765,RxNorm,317541,Oral Tablet,telmisartan 80 MG
574,1317679,331555,RxNorm,317541,Oral Tablet,telmisartan 20 MG
575,1317967,325646,RxNorm,317541,Oral Tablet,aliskiren
577,1318164,251274,RxNorm,,,nicardipine 20 MG / pyrithioxin 200 MG Oral Tablet
578,1318167,328557,RxNorm,,,Nicardipine 20 MG
579,1318853,7417,RxNorm,316943|316945|316965|317541,Extended Release Oral Capsule|Extended Release Oral Tablet|Oral Capsule|Oral Tablet,nifedipine
580,1318859,199329,RxNorm,316965,Oral Capsule,nifedipine 5 MG Oral Capsule
581,1318860,199782,RxNorm,317541,Oral Tablet,Nifedipine 20 MG Oral Tablet
582,1318887,246262,RxNorm,316945,Extended Release Tablet,Nifedipine 20 MG Extended Release Tablet
583,1318888,248631,RxNorm,,,nifedipine 33 MG Oral Tablet
584,1318912,251254,RxNorm,,,atenolol 50 MG / nifedipine 20 MG Oral Capsule
585,1318913,252192,RxNorm,,,nifedipine 40 MG Extended Release Oral Capsule
586,1318914,314132,RxNorm,317541,Oral Tablet,Nifedipine 10 MG Oral Tablet
587,1318915,316352,RxNorm,316943|316945|316965,Extended Release Oral Capsule|Extended Release Oral Tablet|Oral Capsule,nifedipine 10 MG
588,1318916,316353,RxNorm,316943|316965,Extended Release Oral Capsule|Oral Capsule,nifedipine 20 MG
589,1318917,317438,RxNorm,316943|316945|317541,Extended Release Oral Capsule|Extended Release Oral Tablet|Oral Tablet,nifedipine 60 MG
590,1318918,317655,RxNorm,316943|316945|317541,Extended Release Oral Capsule|Extended Release Oral Tablet|Oral Tablet,nifedipine 30 MG
591,1318919,332549,RxNorm,316965,Oral Capsule,nifedipine 5 MG
592,1318921,337331,RxNorm,316945,Extended Release Oral Tablet,nifedipine 40 MG
